nombre_original_agenda,doctor,area,tipo_turno,dia,hora_inicio,hora_fin,efector
LIC.EN NUTRICION - TRATAMIENTO - BARILÃ_x0081_ LUDMILA ANTONELLA,BARILÁ LUDMILA ANTONELLA,NUTRICION,TRATAMIENTO,Lunes,08:00,10:00,CAPS Barrio Obrero
LIC.EN NUTRICION - TRATAMIENTO - BARILÃ_x0081_ LUDMILA ANTONELLA,BARILÁ LUDMILA ANTONELLA,NUTRICION,TRATAMIENTO,Martes,08:00,10:00,CAPS Barrio Obrero
LIC.EN NUTRICION - TRATAMIENTO - BARILÃ_x0081_ LUDMILA ANTONELLA,BARILÁ LUDMILA ANTONELLA,NUTRICION,TRATAMIENTO,Martes,13:00,15:00,CAPS Barrio Obrero
LIC.EN NUTRICION - TRATAMIENTO - BARILÃ_x0081_ LUDMILA ANTONELLA,BARILÁ LUDMILA ANTONELLA,NUTRICION,TRATAMIENTO,Miércoles,08:00,10:00,CAPS Barrio Obrero
LIC.EN NUTRICION - TRATAMIENTO - BARILÃ_x0081_ LUDMILA ANTONELLA,BARILÁ LUDMILA ANTONELLA,NUTRICION,TRATAMIENTO,Miércoles,13:00,15:00,CAPS Barrio Obrero
MEDICO CLINICO - ESPONTANEA - DRA. CARAFI SILVIA INÃ‰S,CARAFI SILVIA INÉS,CLINICA MEDICA,ESPONTANEA,Miércoles,08:00,09:00,CAPS Barrio Obrero
MEDICO CLINICO - ESPONTANEA - DRA. DIEGUEZ GABRIELA,DIEGUEZ GABRIELA,CLINICA MEDICA,ESPONTANEA,Lunes,08:00,09:00,CAPS Barrio Obrero
MEDICO CLINICO - ESPONTANEA - DRA. DIEGUEZ GABRIELA,DIEGUEZ GABRIELA,CLINICA MEDICA,ESPONTANEA,Martes,08:00,09:00,CAPS Barrio Obrero
MEDICO CLINICO - ESPONTANEA - DRA. DIEGUEZ GABRIELA,DIEGUEZ GABRIELA,CLINICA MEDICA,ESPONTANEA,Jueves,08:00,09:00,CAPS Barrio Obrero
MEDICO CLINICO - ESPONTANEA - DRA. DIEGUEZ GABRIELA,DIEGUEZ GABRIELA,CLINICA MEDICA,ESPONTANEA,Viernes,08:00,09:00,CAPS Barrio Obrero
MEDICO CLINICO - ESPONTANEA - DRA. DIEGUEZ GABRIELA,DIEGUEZ GABRIELA,CLINICA MEDICA,ESPONTANEA,Lunes,13:00,14:00,CAPS Barrio Obrero
ODONTOLOGIA - ESPONTANEA - DRA.SALEGEL CAROLINA YAEL,SALEGEL CAROLINA YAEL,ODONTOLOGIA,ESPONTANEA,Martes,08:00,08:30,CAPS Barrio Obrero
ODONTOLOGIA - ESPONTANEA - DRA.SALEGEL CAROLINA YAEL,SALEGEL CAROLINA YAEL,ODONTOLOGIA,ESPONTANEA,Martes,12:00,12:30,CAPS Barrio Obrero
ODONTOLOGIA - ESPONTANEA - DRA.SALEGEL CAROLINA YAEL,SALEGEL CAROLINA YAEL,ODONTOLOGIA,ESPONTANEA,Jueves,08:00,08:30,CAPS Barrio Obrero
ODONTOLOGIA - ESPONTANEA - DRA.SALEGEL CAROLINA YAEL,SALEGEL CAROLINA YAEL,ODONTOLOGIA,ESPONTANEA,Jueves,12:00,12:30,CAPS Barrio Obrero
PEDIATRIA - ESPONTANEA - DRA. ALLEVA GRACIELA,ALLEVA GRACIELA,PEDIATRIA,ESPONTANEA,Miércoles,08:00,09:00,CAPS Barrio Obrero
PEDIATRIA - ESPONTANEA - DRA. ALLEVA GRACIELA,ALLEVA GRACIELA,PEDIATRIA,ESPONTANEA,Miércoles,11:30,12:00,CAPS Barrio Obrero
PEDIATRIA - ESPONTANEA - DRA. ALLEVA GRACIELA,ALLEVA GRACIELA,PEDIATRIA,ESPONTANEA,Viernes,08:00,09:00,CAPS Barrio Obrero
PEDIATRIA - ESPONTANEA - DRA. ALLEVA GRACIELA,ALLEVA GRACIELA,PEDIATRIA,ESPONTANEA,Viernes,11:30,12:00,CAPS Barrio Obrero
PEDIATRIA - ESPONTANEA - DRA. COMMISSI ELISA NOEMÃ_x008d_,COMMISSI ELISA NOEMÍ,PEDIATRIA,ESPONTANEA,Lunes,08:00,09:00,CAPS Barrio Obrero
PEDIATRIA - ESPONTANEA - DRA. COMMISSI ELISA NOEMÃ_x008d_,COMMISSI ELISA NOEMÍ,PEDIATRIA,ESPONTANEA,Lunes,11:30,12:30,CAPS Barrio Obrero
PEDIATRIA - ESPONTANEA - DRA. COMMISSI ELISA NOEMÃ_x008d_,COMMISSI ELISA NOEMÍ,PEDIATRIA,ESPONTANEA,Martes,08:00,09:00,CAPS Barrio Obrero
PEDIATRIA - ESPONTANEA - DRA. COMMISSI ELISA NOEMÃ_x008d_,COMMISSI ELISA NOEMÍ,PEDIATRIA,ESPONTANEA,Martes,11:30,12:30,CAPS Barrio Obrero
PEDIATRIA - ESPONTANEA - DRA. COMMISSI ELISA NOEMÃ_x008d_,COMMISSI ELISA NOEMÍ,PEDIATRIA,ESPONTANEA,Jueves,12:00,13:00,CAPS Barrio Obrero
PEDIATRIA - ESPONTANEA - DRA. SEVILLA GABRIELA,SEVILLA GABRIELA,PEDIATRIA,ESPONTANEA,Miércoles,08:00,09:00,CAPS Barrio Obrero
PEDIATRIA - ESPONTANEA - DRA. SEVILLA GABRIELA,SEVILLA GABRIELA,PEDIATRIA,ESPONTANEA,Miércoles,11:30,12:30,CAPS Barrio Obrero
PEDIATRIA - ESPONTANEA - DRA. SEVILLA GABRIELA,SEVILLA GABRIELA,PEDIATRIA,ESPONTANEA,Viernes,08:00,09:00,CAPS Barrio Obrero
PEDIATRIA - ESPONTANEA - DRA. SEVILLA GABRIELA,SEVILLA GABRIELA,PEDIATRIA,ESPONTANEA,Viernes,11:30,12:30,CAPS Barrio Obrero
PEDIATRIA - ESPONTANEA - DRA. TABOADA VERÃ“NICA MARIEL,TABOADA VERÓNICA MARIEL,PEDIATRIA,ESPONTANEA,Lunes,08:00,09:00,CAPS Barrio Obrero
PEDIATRIA - ESPONTANEA - DRA. TABOADA VERÃ“NICA MARIEL,TABOADA VERÓNICA MARIEL,PEDIATRIA,ESPONTANEA,Lunes,11:30,12:30,CAPS Barrio Obrero
PEDIATRIA - ESPONTANEA - DRA. TABOADA VERÃ“NICA MARIEL,TABOADA VERÓNICA MARIEL,PEDIATRIA,ESPONTANEA,Martes,08:00,09:00,CAPS Barrio Obrero
PEDIATRIA - ESPONTANEA - DRA. TABOADA VERÃ“NICA MARIEL,TABOADA VERÓNICA MARIEL,PEDIATRIA,ESPONTANEA,Martes,11:30,12:30,CAPS Barrio Obrero
PEDIATRIA - ESPONTANEA - DRA. TABOADA VERÃ“NICA MARIEL,TABOADA VERÓNICA MARIEL,PEDIATRIA,ESPONTANEA,Jueves,08:00,09:00,CAPS Barrio Obrero
PEDIATRIA - ESPONTANEA - DRA. TABOADA VERÃ“NICA MARIEL,TABOADA VERÓNICA MARIEL,PEDIATRIA,ESPONTANEA,Jueves,11:30,12:30,CAPS Barrio Obrero
GINECOLOGIA - DR. GONZALEZ ADALBERTO - ESPONTANEA,GONZALEZ ADALBERTO,GINECOLOGIA,ESPONTANEA,Sábado,08:00,09:00,CAPS Barrio Obrero
GINECOLOGIA - DR. GONZALEZ ADALBERTO - PROGRAMADA,GONZALEZ ADALBERTO,GINECOLOGIA,PROGRAMADA,Sábado,09:00,12:00,CAPS Barrio Obrero
LIC.EN NUTRICION - GENERAL - BARILA LUDMILA,BARILA LUDMILA,NUTRICION,GENERAL,Lunes,10:00,11:15,CAPS Barrio Obrero
LIC.EN NUTRICION - GENERAL - BARILA LUDMILA,BARILA LUDMILA,NUTRICION,GENERAL,Martes,10:00,11:15,CAPS Barrio Obrero
LIC.EN NUTRICION - GENERAL - BARILA LUDMILA,BARILA LUDMILA,NUTRICION,GENERAL,Martes,15:00,15:30,CAPS Barrio Obrero
LIC.EN NUTRICION - GENERAL - BARILA LUDMILA,BARILA LUDMILA,NUTRICION,GENERAL,Miércoles,10:00,11:30,CAPS Barrio Obrero
LIC.EN NUTRICION - GENERAL - BARILA LUDMILA,BARILA LUDMILA,NUTRICION,GENERAL,Miércoles,15:00,15:30,CAPS Barrio Obrero
ODONTOLOGÃ_x008d_A - DRA. MILLAN,MILLAN,ODONTOLOGIA,,Lunes,09:00,12:00,CAPS Barrio Obrero
ODONTOLOGÃ_x008d_A - DRA. MILLAN,MILLAN,ODONTOLOGIA,,Lunes,13:00,16:00,CAPS Barrio Obrero
ODONTOLOGÃ_x008d_A - DRA. BENITEZ,BENITEZ,ODONTOLOGIA,,Lunes,00:00,00:00,CAPS Barrio Obrero
ODONTOLOGÃ_x008d_A - DRA. BENITEZ,BENITEZ,ODONTOLOGIA,,Miércoles,09:00,12:00,CAPS Barrio Obrero
ODONTOLOGÃ_x008d_A - ESPONTÃ_x0081_NEA - DRA. BENITEZ,BENITEZ,ODONTOLOGIA,ESPONTANEA,Miércoles,08:00,09:00,CAPS Barrio Obrero
ODONTOLOGÃ_x008d_A - ESPONTÃ_x0081_NEA - DRA. MILLAN,MILLAN,ODONTOLOGIA,ESPONTANEA,Lunes,08:00,09:00,CAPS Barrio Obrero
ODONTOLOGÃ_x008d_A - ESPONTÃ_x0081_NEA - DRA. MILLAN,MILLAN,ODONTOLOGIA,ESPONTANEA,Lunes,12:00,13:00,CAPS Barrio Obrero
ODONTOLOGÃ_x008d_A - ESPONTÃ_x0081_NEA - DRA. AMIN,AMIN,ODONTOLOGIA,ESPONTANEA,Viernes,08:00,09:00,CAPS Barrio Obrero
ODONTOLOGÃ_x008d_A - ESPONTÃ_x0081_NEA - DRA. AMIN,AMIN,ODONTOLOGIA,ESPONTANEA,Viernes,12:00,13:00,CAPS Barrio Obrero
ODONTOLOGÃ_x008d_A - ESPONTÃ_x0081_NEA - DRA. AMIN - Copia,AMIN - Copia,ODONTOLOGIA,ESPONTANEA,Viernes,08:00,09:00,CAPS Barrio Obrero
ODONTOLOGÃ_x008d_A - ESPONTÃ_x0081_NEA - DRA. AMIN - Copia,AMIN - Copia,ODONTOLOGIA,ESPONTANEA,Viernes,12:00,13:00,CAPS Barrio Obrero
ODONTOLOGÃ_x008d_A - DRA. AMIN,AMIN,ODONTOLOGIA,,Viernes,09:00,12:00,CAPS Barrio Obrero
ODONTOLOGÃ_x008d_A - DRA. AMIN,AMIN,ODONTOLOGIA,,Viernes,13:00,15:00,CAPS Barrio Obrero
ENFERMERIA,,,,Lunes,07:30,18:00,CAPS Barrio Obrero
ENFERMERIA,,,,Martes,07:30,18:00,CAPS Barrio Obrero
ENFERMERIA,,,,Miércoles,07:30,18:00,CAPS Barrio Obrero
ENFERMERIA,,,,Jueves,07:30,18:00,CAPS Barrio Obrero
ENFERMERIA,,,,Viernes,07:30,18:00,CAPS Barrio Obrero
ENFERMERIA,,,,Sábado,07:30,13:00,CAPS Barrio Obrero
GINECOLOGIA - DRA. LATIF NADIA,LATIF NADIA,GINECOLOGIA,,Miércoles,12:45,16:00,CAPS Beccar
CLINICA MEDICA - DRA. CARAFI SILVIA,CARAFI SILVIA,CLINICA MEDICA,,Lunes,08:00,12:00,CAPS Beccar
CLINICA MEDICA - DRA. CARAFI SILVIA,CARAFI SILVIA,CLINICA MEDICA,,Jueves,08:00,12:00,CAPS Beccar
CLINICA MEDICA - DRA. CARAFI SILVIA,CARAFI SILVIA,CLINICA MEDICA,,Viernes,12:00,16:00,CAPS Beccar
CLINICA MEDICA - DRA. CARAFI SILVIA,CARAFI SILVIA,CLINICA MEDICA,,Lunes,12:00,16:00,CAPS Beccar
ODONTOLOGIA - DRA. AMIN KARINA,AMIN KARINA,ODONTOLOGIA,,Miércoles,08:00,16:00,CAPS Beccar
CLINICA MEDICA - DR. CARRIERI NICOLAS,CARRIERI NICOLAS,CLINICA MEDICA,,Viernes,08:00,12:30,CAPS Beccar
CLINICA MEDICA - DR. CARRIERI NICOLAS,CARRIERI NICOLAS,CLINICA MEDICA,,Lunes,08:00,16:00,CAPS Beccar
PEDIATRIA - DRA. FARFAN SABRINA,FARFAN SABRINA,PEDIATRIA,,Lunes,10:00,16:00,CAPS Beccar
PEDIATRIA - DR. MEDINA LUIS,MEDINA LUIS,PEDIATRIA,,Lunes,08:00,12:00,CAPS Beccar
PEDIATRIA - DR. MEDINA LUIS,MEDINA LUIS,PEDIATRIA,,Jueves,13:00,16:00,CAPS Beccar
PEDIATRIA - DRA. PIOVANO PAOLA,PIOVANO PAOLA,PEDIATRIA,,Lunes,10:00,14:00,CAPS Beccar
PEDIATRIA - DRA. PIOVANO PAOLA,PIOVANO PAOLA,PEDIATRIA,,Jueves,10:00,14:00,CAPS Beccar
PEDIATRIA - DRA. PIOVANO PAOLA,PIOVANO PAOLA,PEDIATRIA,,Viernes,10:00,14:00,CAPS Beccar
OBSTETRICIA - DR. FAZIO JUAN,FAZIO JUAN,OBSTETRICIA,,Martes,12:00,16:00,CAPS Beccar
PEDIATRIA - DRA. LIBERMAN PAULA,LIBERMAN PAULA,PEDIATRIA,,Martes,10:00,12:00,CAPS Beccar
PEDIATRIA - DRA. LIBERMAN PAULA,LIBERMAN PAULA,PEDIATRIA,,Martes,12:40,15:00,CAPS Beccar
PEDIATRIA - DRA. LIBERMAN PAULA,LIBERMAN PAULA,PEDIATRIA,,Miércoles,10:00,12:00,CAPS Beccar
PEDIATRIA - DRA. LIBERMAN PAULA,LIBERMAN PAULA,PEDIATRIA,,Miércoles,12:40,15:00,CAPS Beccar
PEDIATRIA - DRA. LIBERMAN PAULA,LIBERMAN PAULA,PEDIATRIA,,Jueves,10:00,12:00,CAPS Beccar
CLINICA MEDICA - DRA. LONGARINI MARISA,LONGARINI MARISA,CLINICA MEDICA,,Martes,08:30,14:30,CAPS Beccar
CLINICA MEDICA - DRA. LONGARINI MARISA,LONGARINI MARISA,CLINICA MEDICA,,Miércoles,08:30,14:30,CAPS Beccar
NUTRICION TRATAMIENTO - LIC. POLLAVINI LUCIANA,POLLAVINI LUCIANA,NUTRICION,TRATAMIENTO,Martes,08:00,10:00,CAPS Beccar
NUTRICION TRATAMIENTO - LIC. POLLAVINI LUCIANA,POLLAVINI LUCIANA,NUTRICION,TRATAMIENTO,Jueves,08:00,10:00,CAPS Beccar
PEDIATRIA - DRA. IRIGOITIA SABRINA,IRIGOITIA SABRINA,PEDIATRIA,,Lunes,12:00,16:00,CAPS Beccar
PSICOLOGIA - LIC. VACCARO DIEGO,VACCARO DIEGO,PSICOLOGIA,,Miércoles,08:00,12:00,CAPS Beccar
PSICOLOGIA - LIC. VACCARO DIEGO,VACCARO DIEGO,PSICOLOGIA,,Jueves,08:00,14:00,CAPS Beccar
PSICOLOGIA - LIC. ARTANER MARIA CECILIA,ARTANER MARIA CECILIA,PSICOLOGIA,,Martes,08:00,14:00,CAPS Beccar
PSICOLOGIA - LIC. ARTANER MARIA CECILIA,ARTANER MARIA CECILIA,PSICOLOGIA,,Jueves,08:00,14:00,CAPS Beccar
PEDIATRIA - DRA. ROSALES ANDREA,ROSALES ANDREA,PEDIATRIA,,Lunes,10:00,12:00,CAPS Beccar
PEDIATRIA - DRA. ROSALES ANDREA,ROSALES ANDREA,PEDIATRIA,,Miércoles,10:00,12:00,CAPS Beccar
PEDIATRIA - DRA. ROSALES ANDREA,ROSALES ANDREA,PEDIATRIA,,Jueves,10:00,12:00,CAPS Beccar
PEDIATRIA - DRA. ROSALES ANDREA,ROSALES ANDREA,PEDIATRIA,,Lunes,12:40,15:00,CAPS Beccar
PEDIATRIA - DRA. ROSALES ANDREA,ROSALES ANDREA,PEDIATRIA,,Jueves,12:40,15:00,CAPS Beccar
PEDIATRIA - DRA. BRINNAND MARIA,BRINNAND MARIA,PEDIATRIA,,Miércoles,08:00,14:00,CAPS Beccar
PEDIATRIA - DRA. BRINNAND MARIA,BRINNAND MARIA,PEDIATRIA,,Lunes,12:20,14:00,CAPS Beccar
GINECOLOGIA - DRA. MOM MANUELA,MOM MANUELA,GINECOLOGIA,,Martes,08:00,16:00,CAPS Beccar
PSIQUIATRIA - DR. DUCIO FRANCISCO,DUCIO FRANCISCO,PSIQUIATRIA,,Martes,08:00,14:00,CAPS Beccar
NUTRICION GENERAL - LIC. CAMILLONI IANINA,CAMILLONI IANINA,NUTRICION,GENERAL,Martes,10:00,11:15,CAPS Beccar
NUTRICION GENERAL - LIC. CAMILLONI IANINA,CAMILLONI IANINA,NUTRICION,GENERAL,Jueves,10:00,11:15,CAPS Beccar
PEDIATRIA - DRA. LIBERMAN PAULA - CAI,LIBERMAN PAULA,PEDIATRIA,CAI,Martes,08:00,10:00,CAPS Beccar
PEDIATRIA - DRA. LIBERMAN PAULA - CAI,LIBERMAN PAULA,PEDIATRIA,CAI,Miércoles,08:00,10:00,CAPS Beccar
PEDIATRIA - DRA. LIBERMAN PAULA - CAI,LIBERMAN PAULA,PEDIATRIA,CAI,Jueves,08:00,10:00,CAPS Beccar
OBSTETRICIA - DRA. LATIF,LATIF,OBSTETRICIA,,Miércoles,09:00,12:00,CAPS Beccar
OBSTETRICIA - DRA. MOM,MOM,OBSTETRICIA,,Viernes,11:00,12:00,CAPS Beccar
CLINICA MEDICA - CAI - DR. CARRIERI NICOLAS,CARRIERI NICOLAS,CLINICA MEDICA,CAI,Lunes,08:00,10:00,CAPS Beccar
PEDIATRIA - CAI - DRA. FARFAN SABRINA,FARFAN SABRINA,PEDIATRIA,CAI,Lunes,08:00,10:00,CAPS Beccar
PEDIATRIA - CAI - DRA. PIOVANO PAOLA,PIOVANO PAOLA,PEDIATRIA,CAI,Lunes,08:00,10:00,CAPS Beccar
PEDIATRIA - CAI - DRA. PIOVANO PAOLA,PIOVANO PAOLA,PEDIATRIA,CAI,Jueves,08:00,10:00,CAPS Beccar
PEDIATRIA - CAI - DRA. PIOVANO PAOLA,PIOVANO PAOLA,PEDIATRIA,CAI,Viernes,08:00,10:00,CAPS Beccar
PEDIATRIA - CAI - DRA. ROSALES ANDREA,ROSALES ANDREA,PEDIATRIA,CAI,Lunes,08:00,10:00,CAPS Beccar
PEDIATRIA - CAI - DRA. ROSALES ANDREA,ROSALES ANDREA,PEDIATRIA,CAI,Miércoles,08:00,10:00,CAPS Beccar
PEDIATRIA - CAI - DRA. ROSALES ANDREA,ROSALES ANDREA,PEDIATRIA,CAI,Jueves,08:00,10:00,CAPS Beccar
NUTRICION GENERAL - LIC. POLLIAVINI LUCIANA,POLLIAVINI LUCIANA,NUTRICION,GENERAL,Martes,10:00,11:15,CAPS Beccar
NUTRICION GENERAL - LIC. POLLIAVINI LUCIANA,POLLIAVINI LUCIANA,NUTRICION,GENERAL,Jueves,10:00,11:15,CAPS Beccar
NUTRICION TRATAMIENTO - LIC. CAMILLONI IANINA,CAMILLONI IANINA,NUTRICION,TRATAMIENTO,Martes,08:00,10:00,CAPS Beccar
NUTRICION TRATAMIENTO - LIC. CAMILLONI IANINA,CAMILLONI IANINA,NUTRICION,TRATAMIENTO,Jueves,08:00,10:00,CAPS Beccar
ODONTOLOGÃ_x008d_A - DRA. MAGLIANO,MAGLIANO,ODONTOLOGIA,,Lunes,08:00,16:00,CAPS Beccar
ODONTOLOGÃ_x008d_A - DRA. MILLAN,MILLAN,ODONTOLOGIA,,Jueves,08:00,16:00,CAPS Beccar
PEDIATRIA - DR. COS CARLOS - ESPONTANEA,COS CARLOS,PEDIATRIA,ESPONTANEA,Lunes,08:00,12:00,CAPS Beccar
PEDIATRIA - DR. COS CARLOS - ESPONTANEA,COS CARLOS,PEDIATRIA,ESPONTANEA,Martes,08:00,12:00,CAPS Beccar
PEDIATRIA - DR. COS CARLOS - ESPONTANEA,COS CARLOS,PEDIATRIA,ESPONTANEA,Miércoles,08:00,12:00,CAPS Beccar
PEDIATRIA - DR. COS CARLOS - ESPONTANEA,COS CARLOS,PEDIATRIA,ESPONTANEA,Viernes,08:00,12:00,CAPS Beccar
ENFERMERIA,,,,Lunes,08:00,12:00,CAPS Beccar
ENFERMERIA,,,,Martes,08:00,12:00,CAPS Beccar
ENFERMERIA,,,,Miércoles,08:00,12:00,CAPS Beccar
ENFERMERIA,,,,Jueves,08:00,12:00,CAPS Beccar
ENFERMERIA,,,,Viernes,08:00,12:00,CAPS Beccar
ENFERMERIA,,,,Sábado,08:00,12:00,CAPS Beccar
AGENDA RESIDENTES - CAI,,,CAI,Lunes,08:00,10:00,CAPS Beccar
AGENDA RESIDENTES - CAI,,,CAI,Martes,08:00,12:00,CAPS Beccar
AGENDA RESIDENTES - CAI,,,CAI,Miércoles,08:00,12:00,CAPS Beccar
AGENDA RESIDENTES - CAI,,,CAI,Jueves,08:00,12:00,CAPS Beccar
AGENDA RESIDENTES - CAI,,,CAI,Viernes,08:00,12:00,CAPS Beccar
CLINICA MEDICA - CAI - DRA. LONGARINI MARISA,LONGARINI MARISA,CLINICA MEDICA,CAI,Viernes,08:00,12:20,CAPS Beccar
CLINICA MEDICA - DR. EHMKE MARTIN,EHMKE MARTIN,CLINICA MEDICA,,Lunes,08:00,12:00,CAPS Diagonal Salta
CLINICA MEDICA - DR. EHMKE MARTIN,EHMKE MARTIN,CLINICA MEDICA,,Miércoles,08:00,12:00,CAPS Diagonal Salta
CLINICA MEDICA - DR. EHMKE MARTIN,EHMKE MARTIN,CLINICA MEDICA,,Viernes,08:00,12:00,CAPS Diagonal Salta
PEDIATRIA - DRA. SEGOVIA CECILIA,SEGOVIA CECILIA,PEDIATRIA,,Lunes,09:00,11:40,CAPS Diagonal Salta
PEDIATRIA - DRA. SEGOVIA CECILIA,SEGOVIA CECILIA,PEDIATRIA,,Jueves,09:00,11:40,CAPS Diagonal Salta
CLINICA MEDICA - DR. CARRIERI NICOLAS,CARRIERI NICOLAS,CLINICA MEDICA,,Miércoles,09:30,12:10,CAPS Diagonal Salta
CLINICA MEDICA - DR. CARRIERI NICOLAS,CARRIERI NICOLAS,CLINICA MEDICA,,Jueves,09:30,12:10,CAPS Diagonal Salta
CLINICA MEDICA - DR. CARRIERI NICOLAS,CARRIERI NICOLAS,CLINICA MEDICA,,Viernes,09:30,12:10,CAPS Diagonal Salta
"PEDIATRIA - DRA, MAKARIC VERONICA",MAKARIC VERONICA,PEDIATRIA,,Lunes,09:00,11:40,CAPS Diagonal Salta
"PEDIATRIA - DRA, MAKARIC VERONICA",MAKARIC VERONICA,PEDIATRIA,,Miércoles,09:00,11:40,CAPS Diagonal Salta
"PEDIATRIA - DRA, MAKARIC VERONICA",MAKARIC VERONICA,PEDIATRIA,,Viernes,09:00,11:40,CAPS Diagonal Salta
PSICOLOGIA INFANTIL - LIC. LA TORRE PAULA,LA TORRE PAULA,PSICOLOGIA,,Lunes,09:00,16:00,CAPS Diagonal Salta
PSICOLOGIA INFANTIL - LIC. LA TORRE PAULA,LA TORRE PAULA,PSICOLOGIA,,Jueves,09:00,16:00,CAPS Diagonal Salta
PSICOLOGIA INFANTIL - LIC. LA TORRE PAULA,LA TORRE PAULA,PSICOLOGIA,,Viernes,09:00,16:00,CAPS Diagonal Salta
CLINICA MEDICA - DR. MARRASSINI NICOLAS,MARRASSINI NICOLAS,CLINICA MEDICA,,Martes,12:30,14:50,CAPS Diagonal Salta
PEDIATRIA - DRA. MADEO ANA,MADEO ANA,PEDIATRIA,,Martes,13:00,15:40,CAPS Diagonal Salta
PEDIATRIA - DRA. MADEO ANA,MADEO ANA,PEDIATRIA,,Jueves,13:00,15:40,CAPS Diagonal Salta
PEDIATRIA - DRA. MADEO ANA,MADEO ANA,PEDIATRIA,,Viernes,13:00,15:40,CAPS Diagonal Salta
ODONTOLOGIA - DR. RABOSTO MATIAS,RABOSTO MATIAS,ODONTOLOGIA,,Martes,08:00,15:30,CAPS Diagonal Salta
ODONTOLOGIA - DR. RABOSTO MATIAS,RABOSTO MATIAS,ODONTOLOGIA,,Martes,08:00,15:40,CAPS Diagonal Salta
NUTRICION GENERAL - LIC. MOTA MORENO ENCARNACION,MOTA MORENO ENCARNACION,NUTRICION,GENERAL,Martes,10:00,10:40,CAPS Diagonal Salta
NUTRICION GENERAL - LIC. MOTA MORENO ENCARNACION,MOTA MORENO ENCARNACION,NUTRICION,GENERAL,Martes,15:00,15:40,CAPS Diagonal Salta
CLINICA MEDICA - ESPONTANEA - DR. CARRIERI NICOLAS,CARRIERI NICOLAS,CLINICA MEDICA,ESPONTANEA,Martes,09:30,12:10,CAPS Diagonal Salta
CLINICA MEDICA - ESPONTANEA - DR. CARRIERI NICOLAS,CARRIERI NICOLAS,CLINICA MEDICA,ESPONTANEA,Miércoles,09:30,12:10,CAPS Diagonal Salta
CLINICA MEDICA - ESPONTANEA - DR. CARRIERI NICOLAS,CARRIERI NICOLAS,CLINICA MEDICA,ESPONTANEA,Jueves,09:30,12:10,CAPS Diagonal Salta
CLINICA MEDICA - ESPONTANEA - DR. MARRASSINI NICOLAS,MARRASSINI NICOLAS,CLINICA MEDICA,ESPONTANEA,Martes,11:30,12:30,CAPS Diagonal Salta
NUTRICION TRATAMIENTO - LIC. MOTA MORENO ENCARNACION,MOTA MORENO ENCARNACION,NUTRICION,TRATAMIENTO,Martes,08:00,09:50,CAPS Diagonal Salta
NUTRICION TRATAMIENTO - LIC. MOTA MORENO ENCARNACION,MOTA MORENO ENCARNACION,NUTRICION,TRATAMIENTO,Martes,13:15,14:20,CAPS Diagonal Salta
PEDIATRIA - ESPONTANEA - DRA. MADEO ANA,MADEO ANA,PEDIATRIA,ESPONTANEA,Martes,12:00,13:00,CAPS Diagonal Salta
PEDIATRIA - ESPONTANEA - DRA. MADEO ANA,MADEO ANA,PEDIATRIA,ESPONTANEA,Jueves,12:00,13:00,CAPS Diagonal Salta
PEDIATRIA - ESPONTANEA - DRA. MADEO ANA,MADEO ANA,PEDIATRIA,ESPONTANEA,Viernes,12:00,13:00,CAPS Diagonal Salta
"PEDIATRIA - ESPONTANEA - DRA, MAKARIC VERONICA",MAKARIC VERONICA,PEDIATRIA,ESPONTANEA,Lunes,08:00,09:00,CAPS Diagonal Salta
"PEDIATRIA - ESPONTANEA - DRA, MAKARIC VERONICA",MAKARIC VERONICA,PEDIATRIA,ESPONTANEA,Miércoles,08:00,09:00,CAPS Diagonal Salta
"PEDIATRIA - ESPONTANEA - DRA, MAKARIC VERONICA",MAKARIC VERONICA,PEDIATRIA,ESPONTANEA,Viernes,08:00,09:00,CAPS Diagonal Salta
PEDIATRIA - ESPONTANEA - DRA. SEGOVIA CECILIA,SEGOVIA CECILIA,PEDIATRIA,ESPONTANEA,Lunes,08:00,09:00,CAPS Diagonal Salta
PEDIATRIA - ESPONTANEA - DRA. SEGOVIA CECILIA,SEGOVIA CECILIA,PEDIATRIA,ESPONTANEA,Jueves,08:00,09:00,CAPS Diagonal Salta
ODONTOLOGIA - ESPONTANEA - DR. RABOSTO MATIAS,RABOSTO MATIAS,ODONTOLOGIA,ESPONTANEA,Martes,08:00,09:00,CAPS Diagonal Salta
ODONTOLOGIA - ESPONTANEA - DR. RABOSTO MATIAS,RABOSTO MATIAS,ODONTOLOGIA,ESPONTANEA,Miércoles,08:00,09:00,CAPS Diagonal Salta
ENFERMERIA,,,,Lunes,08:00,15:40,CAPS Diagonal Salta
ENFERMERIA,,,,Martes,08:00,15:40,CAPS Diagonal Salta
ENFERMERIA,,,,Miércoles,08:00,15:40,CAPS Diagonal Salta
ENFERMERIA,,,,Jueves,08:00,15:40,CAPS Diagonal Salta
ENFERMERIA,,,,Viernes,08:00,15:40,CAPS Diagonal Salta
ENFERMERIA,,,,Sábado,08:00,11:55,CAPS Diagonal Salta
ODONTOLOGIA - MALDONADO AYLEN,MALDONADO AYLEN,ODONTOLOGIA,,Miércoles,08:00,12:00,CAPS Diagonal Salta
