agenda_id,nombre_original_agenda,doctor,area,tipo_turno,dia,hora_inicio,hora_fin,efector,ventanilla
HCSI_616_SALUD MENTAL,"SALUD MENTAL - PSICOLOGIA - LIMA QUINTANA ,DELFINA","LIMA QUINTANA ,DELFINA",SALUD MENTAL,PROGRAMADA,Martes,09:00,14:00,HCSI,
HCSI_617_SALUD MENTAL,"SALUD MENTAL - PSICOLOGIA - LIMA QUINTANA ,DELFINA","LIMA QUINTANA ,DELFINA",SALUD MENTAL,PROGRAMADA,Miércoles,09:00,14:00,HCSI,
HCSI_618_SALUD MENTAL,"SALUD MENTAL - PSICOLOGIA - MALEK, YAMILA","MALEK, YAMILA",SALUD MENTAL,PROGRAMADA,Viernes,08:00,16:00,HCSI,
HCSI_619_SALUD MENTAL,"SALUD MENTAL - PSICOLOGIA - MELAMEDOFF, DANIEL","MELAMEDOFF, DANIEL",SALUD MENTAL,PROGRAMADA,Miércoles,09:00,15:00,HCSI,
HCSI_620_SALUD MENTAL,"SALUD MENTAL - PSICOLOGIA - MELAMEDOFF, DANIEL","MELAMEDOFF, DANIEL",SALUD MENTAL,PROGRAMADA,Viernes,09:00,15:00,HCSI,
HCSI_621_SALUD MENTAL,"SALUD MENTAL - PSICOLOGIA - MONTIVERO, CAMILA","MONTIVERO, CAMILA",SALUD MENTAL,PROGRAMADA,Jueves,08:00,16:00,HCSI,
HCSI_622_SALUD MENTAL,"SALUD MENTAL - PSICOLOGIA - MONTIVERO, CAMILA","MONTIVERO, CAMILA",SALUD MENTAL,PROGRAMADA,Lunes,08:00,16:00,HCSI,
HCSI_623_SALUD MENTAL,"SALUD MENTAL - PSICOLOGIA - MONTIVERO, CAMILA","MONTIVERO, CAMILA",SALUD MENTAL,PROGRAMADA,Martes,08:00,16:00,HCSI,
HCSI_624_SALUD MENTAL,"SALUD MENTAL - PSICOLOGIA - MONTIVERO, CAMILA","MONTIVERO, CAMILA",SALUD MENTAL,PROGRAMADA,Miércoles,08:00,16:00,HCSI,
HCSI_625_SALUD MENTAL,"SALUD MENTAL - PSICOLOGIA - MONTIVERO, CAMILA","MONTIVERO, CAMILA",SALUD MENTAL,PROGRAMADA,Viernes,08:00,16:00,HCSI,
HCSI_626_SALUD MENTAL,"SALUD MENTAL - PSICOLOGIA - PAPPONETTI ,RITA","PAPPONETTI ,RITA",SALUD MENTAL,PROGRAMADA,Miércoles,08:30,15:00,HCSI,
HCSI_627_SALUD MENTAL,"SALUD MENTAL - PSICOLOGIA - PEREYRA, MELINA","PEREYRA, MELINA",SALUD MENTAL,PROGRAMADA,Jueves,08:00,16:00,HCSI,
HCSI_628_SALUD MENTAL,"SALUD MENTAL - PSICOLOGIA - PEREYRA, MELINA","PEREYRA, MELINA",SALUD MENTAL,PROGRAMADA,Lunes,08:00,16:00,HCSI,
HCSI_629_SALUD MENTAL,"SALUD MENTAL - PSICOLOGIA - PEREYRA, MELINA","PEREYRA, MELINA",SALUD MENTAL,PROGRAMADA,Martes,08:00,16:00,HCSI,
HCSI_630_SALUD MENTAL,"SALUD MENTAL - PSICOLOGIA - PEREYRA, MELINA","PEREYRA, MELINA",SALUD MENTAL,PROGRAMADA,Miércoles,08:00,16:00,HCSI,
HCSI_631_SALUD MENTAL,"SALUD MENTAL - PSICOLOGIA - PEREYRA, MELINA","PEREYRA, MELINA",SALUD MENTAL,PROGRAMADA,Viernes,08:00,16:00,HCSI,
HCSI_632_SALUD MENTAL,SALUD MENTAL - PSICOLOGIA - QUIROGA BELEN,QUIROGA BELEN,SALUD MENTAL,PROGRAMADA,Miércoles,09:00,15:00,HCSI,
HCSI_633_SALUD MENTAL,"SALUD MENTAL - PSICOLOGIA - QUIROGA, BELEN","QUIROGA, BELEN",SALUD MENTAL,PROGRAMADA,Viernes,09:00,15:00,HCSI,
HCSI_634_SALUD MENTAL,"SALUD MENTAL - PSICOLOGIA - REALE, LAURA","REALE, LAURA",SALUD MENTAL,PROGRAMADA,Jueves,09:00,15:00,HCSI,
HCSI_635_SALUD MENTAL,"SALUD MENTAL - PSICOLOGIA - REALE, LAURA","REALE, LAURA",SALUD MENTAL,PROGRAMADA,Viernes,09:00,15:00,HCSI,
HCSI_636_SALUD MENTAL,"SALUD MENTAL - PSICOLOGIA - ROGORA, ADRIANA","ROGORA, ADRIANA",SALUD MENTAL,PROGRAMADA,Lunes,09:00,15:00,HCSI,
HCSI_637_SALUD MENTAL,"SALUD MENTAL - PSICOLOGIA - ROGORA, ADRIANA","ROGORA, ADRIANA",SALUD MENTAL,PROGRAMADA,Martes,09:00,15:00,HCSI,
HCSI_638_SALUD MENTAL,"SALUD MENTAL - PSICOLOGIA - ROGORA, ADRIANA","ROGORA, ADRIANA",SALUD MENTAL,PROGRAMADA,Miércoles,09:00,15:00,HCSI,
HCSI_639_SALUD MENTAL,"SALUD MENTAL - PSICOLOGIA - ROSSI ,ALEJANDRA","ROSSI ,ALEJANDRA",SALUD MENTAL,PROGRAMADA,Lunes,09:00,14:00,HCSI,
HCSI_640_SALUD MENTAL,"SALUD MENTAL - PSICOLOGIA - ROSSI ,ALEJANDRA","ROSSI ,ALEJANDRA",SALUD MENTAL,PROGRAMADA,Martes,09:00,14:00,HCSI,
HCSI_641_SALUD MENTAL,"SALUD MENTAL - PSICOLOGIA - ROSSI ,ALEJANDRA","ROSSI ,ALEJANDRA",SALUD MENTAL,PROGRAMADA,Miércoles,09:00,14:00,HCSI,
HCSI_642_SALUD MENTAL,"SALUD MENTAL - PSICOLOGIA - SABARINO, ANA","SABARINO, ANA",SALUD MENTAL,PROGRAMADA,Miércoles,08:00,16:00,HCSI,
HCSI_643_SALUD MENTAL,SALUD MENTAL - PSICOLOGIA - VACCARO DIEGO,VACCARO DIEGO,SALUD MENTAL,PROGRAMADA,Martes,09:00,15:00,HCSI,
HCSI_644_SALUD MENTAL,"SALUD MENTAL - PSICOLOGIA - VERON ,NATALIA","VERON ,NATALIA",SALUD MENTAL,PROGRAMADA,Viernes,09:00,12:00,HCSI,
HCSI_645_SALUD MENTAL,"SALUD MENTAL - PSICOLOGIA - WALKER, VIRGINIA","WALKER, VIRGINIA",SALUD MENTAL,PROGRAMADA,Martes,09:00,15:00,HCSI,
HCSI_646_SALUD MENTAL,"SALUD MENTAL - PSICOLOGIA - WALKER, VIRGINIA","WALKER, VIRGINIA",SALUD MENTAL,PROGRAMADA,Jueves,09:00,15:00,HCSI,
HCSI_647_SALUD MENTAL,"SALUD MENTAL - PSICOLOGIA - WALKER, VIRGINIA","WALKER, VIRGINIA",SALUD MENTAL,PROGRAMADA,Viernes,09:00,15:00,HCSI,
HCSI_648_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - ARGUL, BELEN","ARGUL, BELEN",SALUD MENTAL,PROGRAMADA,Lunes,08:30,14:00,HCSI,
HCSI_649_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - ARGUL, BELEN","ARGUL, BELEN",SALUD MENTAL,PROGRAMADA,Martes,08:30,14:00,HCSI,
HCSI_650_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - ARGUL, BELEN","ARGUL, BELEN",SALUD MENTAL,PROGRAMADA,Miércoles,08:30,14:00,HCSI,
HCSI_651_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - ARGUL, BELEN","ARGUL, BELEN",SALUD MENTAL,PROGRAMADA,Jueves,08:30,14:00,HCSI,
HCSI_652_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - ARGUL, BELEN","ARGUL, BELEN",SALUD MENTAL,PROGRAMADA,Viernes,08:30,14:00,HCSI,
HCSI_653_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - BATISTA ,ALEJANDRA","BATISTA ,ALEJANDRA",SALUD MENTAL,PROGRAMADA,Lunes,09:00,15:00,HCSI,
HCSI_654_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - BATISTA ,ALEJANDRA","BATISTA ,ALEJANDRA",SALUD MENTAL,PROGRAMADA,Martes,09:00,15:00,HCSI,
HCSI_655_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - BATISTA ,ALEJANDRA","BATISTA ,ALEJANDRA",SALUD MENTAL,PROGRAMADA,Miércoles,09:00,15:00,HCSI,
HCSI_656_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - BATISTA ,ALEJANDRA","BATISTA ,ALEJANDRA",SALUD MENTAL,PROGRAMADA,Miércoles,09:00,15:00,HCSI,
HCSI_657_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - BORELLO, ROSARIO","BORELLO, ROSARIO",SALUD MENTAL,PROGRAMADA,Lunes,08:30,14:00,HCSI,
HCSI_658_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - BORELLO, ROSARIO","BORELLO, ROSARIO",SALUD MENTAL,PROGRAMADA,Martes,08:30,14:00,HCSI,
HCSI_659_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - BORELLO, ROSARIO","BORELLO, ROSARIO",SALUD MENTAL,PROGRAMADA,Miércoles,08:30,14:00,HCSI,
HCSI_660_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - BORELLO, ROSARIO","BORELLO, ROSARIO",SALUD MENTAL,PROGRAMADA,Jueves,08:30,14:00,HCSI,
HCSI_661_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - BORELLO, ROSARIO","BORELLO, ROSARIO",SALUD MENTAL,PROGRAMADA,Viernes,08:30,14:00,HCSI,
HCSI_662_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - CALA, MICAELA","CALA, MICAELA",SALUD MENTAL,PROGRAMADA,Lunes,09:00,13:00,HCSI,
HCSI_663_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - CALA, MICAELA","CALA, MICAELA",SALUD MENTAL,PROGRAMADA,Martes,09:00,13:00,HCSI,
HCSI_664_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - CALA, MICAELA","CALA, MICAELA",SALUD MENTAL,PROGRAMADA,Viernes,09:00,13:00,HCSI,
HCSI_665_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - CRESPO PADILLA, AGUSTIN","CRESPO PADILLA, AGUSTIN",SALUD MENTAL,PROGRAMADA,Lunes,08:30,14:00,HCSI,
HCSI_666_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - CRESPO PADILLA, AGUSTIN","CRESPO PADILLA, AGUSTIN",SALUD MENTAL,PROGRAMADA,Martes,08:30,14:00,HCSI,
HCSI_667_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - CRESPO PADILLA, AGUSTIN","CRESPO PADILLA, AGUSTIN",SALUD MENTAL,PROGRAMADA,Miércoles,08:30,14:00,HCSI,
HCSI_668_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - CRESPO PADILLA, AGUSTIN","CRESPO PADILLA, AGUSTIN",SALUD MENTAL,PROGRAMADA,Jueves,08:30,14:00,HCSI,
HCSI_669_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - CRESPO PADILLA, AGUSTIN","CRESPO PADILLA, AGUSTIN",SALUD MENTAL,PROGRAMADA,Viernes,08:30,14:00,HCSI,
HCSI_670_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - D AGOSTO ,MARIA MILAGROS","D AGOSTO ,MARIA MILAGROS",SALUD MENTAL,PROGRAMADA,Jueves,08:00,16:00,HCSI,
HCSI_671_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - D AGOSTO ,MARIA MILAGROS","D AGOSTO ,MARIA MILAGROS",SALUD MENTAL,PROGRAMADA,Lunes,08:00,16:00,HCSI,
HCSI_672_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - D AGOSTO ,MARIA MILAGROS","D AGOSTO ,MARIA MILAGROS",SALUD MENTAL,PROGRAMADA,Martes,08:00,16:00,HCSI,
HCSI_673_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - D AGOSTO ,MARIA MILAGROS","D AGOSTO ,MARIA MILAGROS",SALUD MENTAL,PROGRAMADA,Miércoles,08:00,16:00,HCSI,
HCSI_674_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - D AGOSTO ,MARIA MILAGROS","D AGOSTO ,MARIA MILAGROS",SALUD MENTAL,PROGRAMADA,Viernes,08:00,16:00,HCSI,
HCSI_675_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - DUSIO ,FRANCISCO","DUSIO ,FRANCISCO",SALUD MENTAL,PROGRAMADA,Jueves,08:00,16:00,HCSI,
HCSI_676_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - DUSIO ,FRANCISCO","DUSIO ,FRANCISCO",SALUD MENTAL,PROGRAMADA,Miércoles,08:00,16:00,HCSI,
HCSI_677_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - GALDAME ,EMILIANO","GALDAME ,EMILIANO",SALUD MENTAL,PROGRAMADA,Jueves,08:00,16:00,HCSI,
HCSI_678_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - GALDAME ,EMILIANO","GALDAME ,EMILIANO",SALUD MENTAL,PROGRAMADA,Lunes,08:00,16:00,HCSI,
HCSI_679_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - GALDAME ,EMILIANO","GALDAME ,EMILIANO",SALUD MENTAL,PROGRAMADA,Martes,08:00,16:00,HCSI,
HCSI_680_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - GALDAME ,EMILIANO","GALDAME ,EMILIANO",SALUD MENTAL,PROGRAMADA,Miércoles,08:00,16:00,HCSI,
HCSI_681_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - GALDAME ,EMILIANO","GALDAME ,EMILIANO",SALUD MENTAL,PROGRAMADA,Viernes,08:00,16:00,HCSI,
HCSI_682_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - GONZLEZ, ROMINA","GONZLEZ, ROMINA",SALUD MENTAL,PROGRAMADA,Lunes,09:00,13:00,HCSI,
HCSI_683_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - GONZLEZ, ROMINA","GONZLEZ, ROMINA",SALUD MENTAL,PROGRAMADA,Martes,09:00,13:00,HCSI,
HCSI_684_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - GONZLEZ, ROMINA","GONZLEZ, ROMINA",SALUD MENTAL,PROGRAMADA,Miércoles,09:00,13:00,HCSI,
HCSI_685_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - GONZLEZ, ROMINA","GONZLEZ, ROMINA",SALUD MENTAL,PROGRAMADA,Viernes,09:00,13:00,HCSI,
HCSI_686_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - GUERRINI ,SILVINA","GUERRINI ,SILVINA",SALUD MENTAL,PROGRAMADA,Jueves,09:00,16:00,HCSI,
HCSI_687_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - GUERRINI ,SILVINA","GUERRINI ,SILVINA",SALUD MENTAL,PROGRAMADA,Lunes,09:00,16:00,HCSI,
HCSI_688_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - GUERRINI ,SILVINA","GUERRINI ,SILVINA",SALUD MENTAL,PROGRAMADA,Martes,09:00,16:00,HCSI,
HCSI_689_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - GUERRINI ,SILVINA","GUERRINI ,SILVINA",SALUD MENTAL,PROGRAMADA,Miércoles,09:00,16:00,HCSI,
HCSI_690_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - GUERRINI ,SILVINA","GUERRINI ,SILVINA",SALUD MENTAL,PROGRAMADA,Viernes,09:00,16:00,HCSI,
HCSI_691_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - MACCHI ,MARIA EUGENIA","MACCHI ,MARIA EUGENIA",SALUD MENTAL,PROGRAMADA,Jueves,08:30,14:00,HCSI,
HCSI_692_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - MACCHI ,MARIA EUGENIA","MACCHI ,MARIA EUGENIA",SALUD MENTAL,PROGRAMADA,Lunes,08:30,14:00,HCSI,
HCSI_693_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - MACCHI ,MARIA EUGENIA","MACCHI ,MARIA EUGENIA",SALUD MENTAL,PROGRAMADA,Miércoles,08:30,14:00,HCSI,
HCSI_694_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - MARTINEZ ,AYLEN","MARTINEZ ,AYLEN",SALUD MENTAL,PROGRAMADA,Lunes,08:30,16:00,HCSI,
HCSI_695_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - MARTINEZ ,AYLEN","MARTINEZ ,AYLEN",SALUD MENTAL,PROGRAMADA,Martes,08:30,16:00,HCSI,
HCSI_696_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - MARTINEZ ,AYLEN","MARTINEZ ,AYLEN",SALUD MENTAL,PROGRAMADA,Miércoles,08:30,16:00,HCSI,
HCSI_697_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - MARTINEZ ,MERCEDES","MARTINEZ ,MERCEDES",SALUD MENTAL,PROGRAMADA,Jueves,09:00,16:00,HCSI,
HCSI_698_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - MARTINEZ ,MERCEDES","MARTINEZ ,MERCEDES",SALUD MENTAL,PROGRAMADA,Lunes,09:00,16:00,HCSI,
HCSI_699_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - MARTINEZ ,MERCEDES","MARTINEZ ,MERCEDES",SALUD MENTAL,PROGRAMADA,Martes,09:00,16:00,HCSI,
HCSI_700_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - MARTINEZ ,MERCEDES","MARTINEZ ,MERCEDES",SALUD MENTAL,PROGRAMADA,Miércoles,09:00,16:00,HCSI,
HCSI_701_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - MARTINEZ ,MERCEDES","MARTINEZ ,MERCEDES",SALUD MENTAL,PROGRAMADA,Miércoles,09:00,16:00,HCSI,
HCSI_702_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - MARTINEZ ,MERCEDES","MARTINEZ ,MERCEDES",SALUD MENTAL,PROGRAMADA,Miércoles,09:00,16:00,HCSI,
HCSI_703_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - MARTINEZ ,MERCEDES","MARTINEZ ,MERCEDES",SALUD MENTAL,PROGRAMADA,Viernes,09:00,16:00,HCSI,
HCSI_704_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - MERSCH ,MARIA AGUSTINA","MERSCH ,MARIA AGUSTINA",SALUD MENTAL,PROGRAMADA,Martes,08:30,14:00,HCSI,
HCSI_705_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - MERSCH ,MARIA AGUSTINA","MERSCH ,MARIA AGUSTINA",SALUD MENTAL,PROGRAMADA,Miércoles,08:30,14:00,HCSI,
HCSI_706_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - MERSCH ,MARIA AGUSTINA","MERSCH ,MARIA AGUSTINA",SALUD MENTAL,PROGRAMADA,Viernes,08:30,14:00,HCSI,
HCSI_707_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - MONTALVO, CAMILA","MONTALVO, CAMILA",SALUD MENTAL,PROGRAMADA,Lunes,08:30,14:00,HCSI,
HCSI_708_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - MONTALVO, CAMILA","MONTALVO, CAMILA",SALUD MENTAL,PROGRAMADA,Martes,08:30,14:00,HCSI,
HCSI_709_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - MONTALVO, CAMILA","MONTALVO, CAMILA",SALUD MENTAL,PROGRAMADA,Miércoles,08:30,14:00,HCSI,
HCSI_710_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - MONTALVO, CAMILA","MONTALVO, CAMILA",SALUD MENTAL,PROGRAMADA,Jueves,08:30,14:00,HCSI,
HCSI_711_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - MONTALVO, CAMILA","MONTALVO, CAMILA",SALUD MENTAL,PROGRAMADA,Viernes,08:30,14:00,HCSI,
HCSI_712_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - MORERO ,PAULA","MORERO ,PAULA",SALUD MENTAL,PROGRAMADA,Miércoles,08:30,13:00,HCSI,
HCSI_713_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - PORTELA RODRIGUEZ ,MARIA FLOREN","PORTELA RODRIGUEZ ,MARIA FLOREN",SALUD MENTAL,PROGRAMADA,Lunes,08:30,14:00,HCSI,
HCSI_714_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - PORTELA RODRIGUEZ ,MARIA FLOREN","PORTELA RODRIGUEZ ,MARIA FLOREN",SALUD MENTAL,PROGRAMADA,Martes,08:30,14:00,HCSI,
HCSI_715_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - PORTELA RODRIGUEZ ,MARIA FLOREN","PORTELA RODRIGUEZ ,MARIA FLOREN",SALUD MENTAL,PROGRAMADA,Miércoles,08:30,14:00,HCSI,
HCSI_716_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - PORTELA RODRIGUEZ ,MARIA FLOREN","PORTELA RODRIGUEZ ,MARIA FLOREN",SALUD MENTAL,PROGRAMADA,Jueves,08:30,14:00,HCSI,
HCSI_717_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - PORTELA RODRIGUEZ ,MARIA FLOREN","PORTELA RODRIGUEZ ,MARIA FLOREN",SALUD MENTAL,PROGRAMADA,Viernes,08:30,14:00,HCSI,
HCSI_718_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - ROMERO BRUNO ,JOSE AGENDA","ROMERO BRUNO ,JOSE AGENDA",SALUD MENTAL,PROGRAMADA,Jueves,08:30,14:00,HCSI,
HCSI_719_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - ROMERO BRUNO ,JOSE AGENDA","ROMERO BRUNO ,JOSE AGENDA",SALUD MENTAL,PROGRAMADA,Martes,08:30,14:00,HCSI,
HCSI_720_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - ROMERO BRUNO ,JOSE AGENDA","ROMERO BRUNO ,JOSE AGENDA",SALUD MENTAL,PROGRAMADA,Miércoles,08:30,14:00,HCSI,
HCSI_721_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - SANCHEZ BRESSI ,FAUSTO ENRRIQUE","SANCHEZ BRESSI ,FAUSTO ENRRIQUE",SALUD MENTAL,PROGRAMADA,Jueves,08:00,16:00,HCSI,
HCSI_722_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - SANCHEZ BRESSI ,FAUSTO ENRRIQUE","SANCHEZ BRESSI ,FAUSTO ENRRIQUE",SALUD MENTAL,PROGRAMADA,Lunes,08:00,16:00,HCSI,
HCSI_723_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - SANCHEZ BRESSI ,FAUSTO ENRRIQUE","SANCHEZ BRESSI ,FAUSTO ENRRIQUE",SALUD MENTAL,PROGRAMADA,Martes,08:00,16:00,HCSI,
HCSI_724_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - SANCHEZ BRESSI ,FAUSTO ENRRIQUE","SANCHEZ BRESSI ,FAUSTO ENRRIQUE",SALUD MENTAL,PROGRAMADA,Miércoles,08:00,16:00,HCSI,
HCSI_725_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - SANCHEZ BRESSI ,FAUSTO ENRRIQUE","SANCHEZ BRESSI ,FAUSTO ENRRIQUE",SALUD MENTAL,PROGRAMADA,Viernes,08:00,16:00,HCSI,
HCSI_726_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - SCANEO ROSSI, VANESA","SCANEO ROSSI, VANESA",SALUD MENTAL,PROGRAMADA,Lunes,09:00,13:00,HCSI,
HCSI_727_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - SCANEO ROSSI, VANESA","SCANEO ROSSI, VANESA",SALUD MENTAL,PROGRAMADA,Martes,09:00,13:00,HCSI,
HCSI_728_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - SCANEO ROSSI, VANESA","SCANEO ROSSI, VANESA",SALUD MENTAL,PROGRAMADA,Miércoles,09:00,13:00,HCSI,
HCSI_729_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - SCANEO ROSSI, VANESA","SCANEO ROSSI, VANESA",SALUD MENTAL,PROGRAMADA,Viernes,09:00,13:00,HCSI,
HCSI_730_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - SIDERO DIAZ ,CAMILA","SIDERO DIAZ ,CAMILA",SALUD MENTAL,PROGRAMADA,Martes,08:30,14:30,HCSI,
HCSI_731_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - SIDERO DIAZ ,CAMILA","SIDERO DIAZ ,CAMILA",SALUD MENTAL,PROGRAMADA,Miércoles,08:30,14:30,HCSI,
HCSI_732_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - SIDERO DIAZ ,CAMILA","SIDERO DIAZ ,CAMILA",SALUD MENTAL,PROGRAMADA,Viernes,08:30,14:30,HCSI,
HCSI_733_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - VALLEJOS, CAMILA","VALLEJOS, CAMILA",SALUD MENTAL,PROGRAMADA,Lunes,08:30,14:00,HCSI,
HCSI_734_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - VALLEJOS, CAMILA","VALLEJOS, CAMILA",SALUD MENTAL,PROGRAMADA,Martes,08:30,14:00,HCSI,
HCSI_735_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - VALLEJOS, CAMILA","VALLEJOS, CAMILA",SALUD MENTAL,PROGRAMADA,Miércoles,08:30,14:00,HCSI,
HCSI_736_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - VALLEJOS, CAMILA","VALLEJOS, CAMILA",SALUD MENTAL,PROGRAMADA,Jueves,08:30,14:00,HCSI,
HCSI_737_SALUD MENTAL,"SALUD MENTAL - PSIQUIATRIA - VALLEJOS, CAMILA","VALLEJOS, CAMILA",SALUD MENTAL,PROGRAMADA,Viernes,08:30,14:00,HCSI,
HCSI_738_TBC,"TBC - MASTROVINCENZO ,VERONICA","MASTROVINCENZO ,VERONICA",TBC,CAI/Espontánea,Viernes,13:00,17:00,HCSI,
HCSI_739_TRAUMATOLOGÍA,TRAUMATOLOGÍA - CAD - EQUIPO TRAUMATOLOGIA,EQUIPO TRAUMATOLOGIA,TRAUMATOLOGÍA,PROGRAMADA,Jueves,13:30,15:10,HCSI,
HCSI_740_TRAUMATOLOGÍA,TRAUMATOLOGÍA - CAD - EQUIPO TRAUMATOLOGIA,EQUIPO TRAUMATOLOGIA,TRAUMATOLOGÍA,PROGRAMADA,Lunes,13:30,15:10,HCSI,
HCSI_741_TRAUMATOLOGÍA,TRAUMATOLOGÍA - CAD - EQUIPO TRAUMATOLOGIA,EQUIPO TRAUMATOLOGIA,TRAUMATOLOGÍA,PROGRAMADA,Martes,13:30,15:10,HCSI,
HCSI_742_TRAUMATOLOGÍA,TRAUMATOLOGÍA - CAD - EQUIPO TRAUMATOLOGIA,EQUIPO TRAUMATOLOGIA,TRAUMATOLOGÍA,PROGRAMADA,Miércoles,13:30,15:10,HCSI,
HCSI_743_TRAUMATOLOGÍA,TRAUMATOLOGÍA - CAD - EQUIPO TRAUMATOLOGIA,EQUIPO TRAUMATOLOGIA,TRAUMATOLOGÍA,PROGRAMADA,Viernes,13:30,15:10,HCSI,
